44924	412785
664431	644048
245456	677788
646966	505969
530520	286142
253826	767500
1063511	883221
811312	111097
694064	627975
1076502	749619
171320	131831
488267	406877
853921	519406
453315	373567
916965	119056
135508	81390
61006	561260
888436	1527994
59850	148905
1020304	74183
1120145	732163
289447	423833
277742	133368
589734	1083726
366239	286486
27330	48267
440109	250361
409626	259105
82229	142960
598173	228390
332648	210066
317091	1019822
330853	332050
442613	326302
878599	105647
791050	798920
433443	130281
225152	192766
812159	679303
152531	442613
78776	25977
17927	274314
231658	407538
369306	180673
896906	221493
313052	179741
110548	136108
282539	1160138
329810	346128
295001	266954
265626	346634
40565	518680
386954	476343
168262	242824
56433	173362
989533	377756
351170	493688
38029	25823
496831	635739
264587	71724
780652	10530
521410	294410
1166398	1020321
324964	326694
15784	24342
601096	460824
504519	61243
793164	246068
814983	329148
408229	880851
509125	181432
1082129	403364
545384	286643
365218	360878
445718	317736
488863	337407
698817	444188
276892	115558
244220	956211
1227491	220767
677994	75808
47870	400904
659066	659105
99220	85226
363489	189747
417067	872541
421680	289604
185812	290620
649541	915648
344759	657613
210521	358977
696304	16054
142542	977616
888927	108799
770243	654619
1034487	551548
217675	246631
217042	116155
189126	266634
142778	31319
