814346	89436
651491	426436
56998	223730
378361	208012
437991	559385
1044850	497185
684747	438820
94947	339395
677047	120318
283808	126681
1315345	258485
499576	399177
285143	1078359
299646	29499
1160710	960093
12215	1529
1088324	682372
268604	418991
240485	284398
701311	63610
1201617	701815
498675	1278492
89295	374480
331404	1096594
553005	569640
385865	936679
277285	269017
447205	656721
84103	431248
43077	544505
12334	34150
413224	384772
87056	336292
596285	749151
1332175	105053
267130	267076
1282330	828269
89872	316608
580430	840474
501738	108165
1053145	628780
728354	318085
335820	596766
768790	552586
900965	982866
74831	276426
728665	638260
390653	48358
694911	1424380
572724	1409247
273174	397722
854490	1210842
505577	49998
976631	393683
898650	349880
949513	604278
764604	1484312
223038	235701
1363478	274936
187635	8765
467541	857707
200778	26923
305533	143688
663987	1416428
75995	419196
649706	209262
764394	532013
12763	252024
239198	1153803
554236	519942
95150	217928
584164	53514
85779	335758
913253	206793
346524	409877
501362	317007
140924	271158
214432	335588
516707	371327
1115518	742355
47328	291652
398503	677494
361997	134553
703700	258595
294161	552524
82114	45845
167768	1034087
1062646	1035063
90684	363589
1215160	292481
1489456	1360154
764461	203002
1085738	745592
685573	789394
241940	496754
1060564	6878
107109	8537
474891	474796
500837	830449
181312	904583
