15341	10704
518122	55552
36082	847761
621748	782526
328380	20635
149819	410349
86280	137303
469012	1112968
635171	1090486
220216	621030
263700	545666
475033	35685
198317	1092467
342927	392763
47600	93948
578447	293591
20335	16715
762897	1483846
778726	778913
635892	55114
323018	224477
288267	296447
655544	528120
112840	375989
694635	872629
172169	687414
730687	1147166
208999	239332
502733	539336
1138078	406143
110983	119479
333707	970480
879666	461728
987174	1103120
581614	167392
245496	47236
506098	53592
502693	156202
64136	349910
233335	735024
25185	25994
102311	259336
483964	73715
140289	971632
13054	21232
562575	789122
349178	115604
131035	950030
434917	1028585
224013	1132752
751235	670142
235419	387381
50877	328229
242667	271222
807744	807748
24280	136203
4891	183429
1144343	1509125
757766	783607
394743	322946
664658	751822
191615	210570
388368	258922
555642	257468
537151	362895
507806	507803
611721	1387912
1102666	1514348
939328	1166965
177311	19528
382676	664348
659021	218871
328655	334097
419177	742942
1370968	1070521
212294	555034
242810	551679
458923	431156
300224	1065346
615446	284306
177803	562173
718517	66641
226142	184724
53982	16835
705556	419381
1041972	566366
133664	134180
372608	530701
968132	968013
888557	337714
718131	790025
105727	879121
96340	655434
438580	156625
3292	67915
189995	192110
428352	92815
819755	371470
171319	6228
473643	1269334
