85994	136870
1139061	1570490
43486	333858
1158397	629784
513211	176988
1549582	1023408
581956	245839
282243	785887
43369	266075
259299	194994
235899	128217
201853	1366246
6202	6309
643541	264830
747959	1111347
104852	637614
248932	543913
77739	8720
90961	554429
1068510	757657
1353338	1132936
706529	880414
766645	766426
391732	90798
74719	102638
192812	208557
332972	1196631
656569	867606
1025321	164485
671825	780440
171728	1044213
1403563	1150600
308230	231279
643566	864110
580157	858832
147265	835664
568229	265842
396775	225278
814202	1015334
126397	435665
1002332	811296
255914	518689
1549673	1285347
452349	33293
881491	870067
428698	386480
109490	233469
86352	530154
405063	667450
119777	553595
81768	881680
751197	99263
8624	314829
823933	373364
17927	653
1034519	396977
66402	286881
508276	39461
881888	121911
855299	1123991
1262518	1414167
529844	575178
68569	728133
322905	64070
549711	572337
1332663	263338
430657	498037
123725	185316
1173176	1155501
39415	214163
177559	973213
1343347	880027
506107	506070
856998	486629
51459	2170
619374	22907
805731	953387
560417	617747
263112	241192
946535	429291
70623	461169
368857	368858
162371	86431
81423	791996
1094656	717709
29495	413512
386311	836495
297814	240320
54831	283931
222470	51716
1191637	681078
110593	420762
29902	418498
229828	120823
432088	368721
418301	160658
110311	148353
313576	597603
46374	18942
1302071	806008
