172148	475782
441990	356182
96617	161018
716850	67552
361712	561463
80784	449752
10555	10823
749938	748345
954960	292723
1606946	866898
332194	636790
692858	636866
847939	269257
696443	725249
179787	15143
777108	83758
137795	65802
848733	618534
493171	221527
918134	1161982
756810	314091
849592	110766
1011658	1070953
180297	1049070
600372	322226
898309	898307
546412	604327
412824	1033095
96739	53432
105668	878828
9279	85086
736780	813221
944388	80485
86967	394802
653021	351854
1455978	577690
625284	584926
2764	67740
294593	257560
43621	43685
250313	235622
239213	319175
550677	676259
1284467	941969
1073165	749888
117073	597630
506001	364681
936029	1010875
534242	510670
24296	231842
590117	48855
250605	146926
278776	534182
191030	1081337
61969	596450
252722	1114890
519919	518095
66678	66826
752703	504363
496948	183469
655097	513156
334200	168055
831907	731136
104748	141210
346692	71309
812103	87088
187782	1091627
285383	302935
867481	479365
205584	76412
5954	107512
195869	236991
815184	90878
93846	266023
293850	26799
91235	113045
681205	61467
293180	423192
21295	111076
495860	117422
448782	740080
849959	95675
220382	741261
645160	397765
141998	417771
98102	143371
308283	149160
243238	493631
349480	44346
226516	226551
763513	780429
654798	582989
938239	1059346
458860	463159
221799	1001794
175463	1053600
118869	189484
52284	311976
96165	95990
780187	667518
