146	8386
146	8879
146	2332
146	8859
146	628
146	6728
146	8877
146	3438
146	8658
146	8652
146	1492
146	8660
146	906
146	1639
146	5363
146	8576
146	4619
146	7138
146	1270
146	1027
146	8790
146	8566
146	1046
146	8231
146	7735
146	8561
146	5710
146	4035
146	8555
146	586
146	1045
146	7848
146	1790
146	1640
146	8656
146	1870
146	8786
146	8217
146	8226
146	8657
146	747
146	9412
146	9413
146	1129
146	9415
146	5086
146	9539
147	55
147	85
147	140
147	100
147	736
147	1255
147	1028
147	2750
147	3141
147	3401
147	3473
147	4516
147	4989
147	5192
147	8569
147	11261
147	11608
147	13938
147	15305
147	15341
147	16464
147	16720
147	24856
147	31132
147	36733
147	46809
147	49122
147	55459
147	62787
147	62790
147	77546
147	226323
147	226392
147	362634
147	683142
148	63
148	68
148	58
148	948
148	1767
148	1763
148	1612
148	2825
148	1498
148	3666
148	10067
148	460
148	3987
148	9802
148	9800
148	9799
148	1792
148	5422
148	731
148	22
148	5710
148	9985
148	9991
148	4622
148	746
148	2843
148	1037
148	4700
148	2595
148	893
148	1654
148	9910
148	598
148	7290
148	10464
148	10466
148	10468
148	3230
148	10471
148	1613
148	6075
148	1049
148	1882
148	3942
148	10562
148	10563
148	10564
148	10566
149	10707
149	10705
149	10702
149	10701
149	10704
150	96
150	1764
152	1529
152	2562
152	6481
152	12215
152	35189
152	36381
152	96261
152	1175434
155	92
155	153
155	83
155	57
155	159
155	22
155	3561
155	1336
155	1064
155	1066
155	2138
155	2603
155	3630
155	451
155	2531
155	2866
155	3138
155	1024
155	3482
155	3472
155	3570
155	3475
155	1094
155	416
155	861
155	3636
155	2871
155	1079
155	1509
155	699
155	3479
155	3563
155	3476
155	3568
155	124
155	163
155	162
155	51
155	3471
155	3574
155	3936
155	3937
155	3939
155	3940
155	3942
155	453
155	3943
155	3944
155	1081
155	468
155	3946
155	3948
155	466
155	151
155	3949
156	111
156	135
156	5523
156	1901
156	4855
156	1710
156	4853
156	458
156	5591
156	2531
156	5515
156	4864
156	109
156	1171
156	4872
156	4876
156	1670
156	2499
156	3726
156	5518
156	4862
156	4869
156	1529
156	5435
156	1391
156	1122
156	170
156	124
156	2874
156	165
156	4857
156	5514
156	5520
156	1210
156	2925
156	4328
156	5735
156	4596
157	16
157	6035
157	6515
157	6214
157	4453
157	5936
157	6027
157	3180
157	6355
157	6026
157	6528
157	6434
157	1555
157	6438
157	6039
157	6517
157	6362
157	5867
157	6523
157	6435
157	6360
157	6431
157	6028
157	6525
157	6353
157	6370
157	6359
157	6524
157	6024
157	6040
157	6186
157	5875
157	6195
157	5865
157	6023
157	5850
157	5852
157	5866
157	5874
157	6199
157	5862
157	5872
157	6354
157	6356
157	6365
157	6361
157	6030
157	6180
157	5861
157	6221
157	6212
157	6037
157	90
157	6228
157	5289
157	6358
157	6031
157	6367
157	6033
157	690
157	6038
157	6521
157	6530
157	4652
157	3273
157	6357
157	6227
157	419
157	6428
157	5118
157	6424
157	6369
157	4885
157	6225
157	6429
157	6363
157	4903
157	4660
157	5868
157	6029
157	6208
157	5864
157	6366
157	6193
157	6527
157	6430
157	6511
157	6364
157	5870
157	6036
157	158
157	6432
157	6436
157	4890
157	420
157	6976
157	6977
157	6978
157	6980
157	6982
157	7056
157	1891
157	7057
157	1830
157	7058
157	7059
157	7060
157	7061
157	7062
157	7063
158	7
158	16
158	27
158	115
158	157
158	8314
158	7056
158	8399
158	8808
158	8500
158	7626
158	6517
158	7619
158	8306
158	1416
158	8586
158	3013
158	8589
158	7251
158	8502
158	5864
158	6029
158	421
158	8679
158	7630
158	8681
158	6435
158	8311
158	7255
158	90
158	8680
158	8582
158	6354
158	6030
158	8398
158	7627
158	1555
158	7375
158	1672
158	1489
158	7257
158	772
158	7631
158	7541
158	7625
158	3180
158	6515
158	5849
158	7547
158	8394
158	8291
158	8359
158	6791
158	7623
158	8682
158	1179
158	8684
158	7548
158	2450
158	6527
158	6432
158	7258
158	1439
158	8289
158	6428
158	7382
158	419
158	6227
158	8492
158	8495
158	8296
158	4885
158	5118
158	4652
158	127
158	6653
158	3432
158	6366
158	8678
158	420
158	8809
158	8806
158	8313
158	8304
158	2820
158	7536
158	6193
158	7628
158	5802
158	8281
158	2921
158	873
158	6530
158	7384
158	5289
158	7061
158	5209
158	7632
158	8587
158	8285
158	7563
158	7062
158	8310
158	8393
158	8490
158	7059
158	8494
158	1535
158	8631
158	9504
158	9505
158	9506
158	9507
158	9508
158	9509
158	9510
158	676
158	9511
158	9512
158	3990
158	9595
158	3181
158	9599
158	9600
158	1882
158	9603
159	155
159	96
159	1418
159	124
159	416
159	3468
159	460
159	2548
159	9765
159	2612
159	2691
159	71
159	9766
159	910
160	135
160	469
160	617
160	619
160	590
160	1027
160	1524
160	1599
160	1628
160	2782
160	2754
160	2973
160	4619
160	4621
160	5677
160	5367
160	6758
160	7596
160	32264
160	32791
160	39896
160	43234
