922396	811355
796958	194841
677466	1137330
937710	126312
551136	278815
425113	7804
547230	482930
219396	74952
748758	1204085
606162	491284
248844	121523
982397	299634
373002	165959
1109541	538554
648311	282745
25765	380352
104816	337602
564371	1135872
245764	185880
212075	410663
346686	1265390
859283	288595
17074	1053
281697	841056
342654	844348
33379	426627
737428	235246
51608	76629
518036	1141652
187809	764856
1027956	692052
140071	281185
83223	100397
1106384	283249
185564	125298
295685	473141
968201	396783
428150	427641
14389	81150
871728	831700
376925	778680
492102	412509
539776	692250
54843	273463
483861	339044
133698	141596
202367	1099052
827772	509976
213221	973062
366658	275770
449100	1253720
418858	423757
164251	1043280
80257	9808
176321	403793
26138	384382
276986	909058
807525	330832
424829	395706
584374	70315
150711	247320
109898	182985
258182	514663
324729	324557
612730	499954
265222	1082310
12122	572650
795056	95258
89778	354601
17072	71735
415756	259518
687488	272223
335597	232304
349619	466272
4865	111748
519987	845866
437198	901646
318551	299920
160297	191577
175128	366164
11830	89348
313251	138531
1388378	528140
1052263	1094
231469	12972
1523347	909406
224656	94749
244044	405541
5571	10985
199598	317923
950096	806046
770687	446916
147859	403307
594356	874983
971671	228058
1087883	1400227
1025644	621331
695554	286100
451312	587193
202164	422264
