851343	49016
459467	504335
517125	1286892
311723	245109
302533	121203
275192	236490
26642	19851
469241	140120
199843	711443
221820	464382
135715	162183
878373	689281
565256	212572
727409	558073
602769	758147
638875	1217095
1099388	285200
1461777	712662
1114925	540856
98169	25881
198534	996749
1404535	1246511
545384	329521
571384	283215
1407115	206839
404206	39288
548646	180547
869411	289794
1174060	66572
808321	85298
6933	150741
158313	158792
1503859	1621456
133988	133991
763103	52724
771493	923931
143672	1154260
882531	905076
515271	512348
974782	634474
180382	46219
1018615	470948
1144768	290303
219973	1575198
193675	303742
50043	215635
836025	351470
392115	291177
60368	309431
734320	822653
1189065	1327650
249196	959215
29542	68415
583285	530360
528767	41471
267746	210272
357739	964599
1311635	870242
118583	156423
231754	231778
778911	423668
648694	185532
244042	245049
275432	602790
16300	63557
517290	1111666
535556	631060
472614	547255
400340	972340
463623	164382
799725	539634
500220	53163
99700	383120
5867	172315
129967	947140
47652	580776
205743	481828
149114	848786
795663	821988
6796	1037375
884206	652702
299730	478073
269067	1188791
351141	22562
150933	75912
568596	760778
790247	1087207
651323	508723
57479	161034
494990	501988
41649	380224
8154	49659
85342	282340
409220	177141
734792	1366597
86882	531659
627683	60111
549315	256610
518465	497567
509506	509000
