283729	684193
461461	855447
359138	884511
89403	308511
31899	114645
1352251	1071759
1062740	1062726
577065	1266187
140465	56902
1033363	886038
259385	53778
660113	916217
137272	127000
87095	3466
964083	993184
892845	142174
254817	13553
1050350	55161
748896	73103
973353	1000455
223777	239412
159862	226208
555904	1401417
727806	193559
844535	93778
149023	476718
787010	678156
1091344	197023
925235	182524
112170	335816
584270	698863
1014405	641745
1220449	853442
890892	711483
691952	691777
836945	725527
298183	334529
158831	980636
448049	279818
472854	365549
322719	570234
717298	401143
332643	436413
504523	55276
817387	88835
31754	120821
224900	5935
218180	392633
204258	17316
687790	687787
776056	555351
367647	132997
12427	41276
369678	382008
167022	170273
1131231	435773
128448	220415
82886	186804
603528	257720
205996	394727
259517	811998
1145925	493492
615537	252044
248072	1164820
325152	513093
893831	30761
329071	944301
378721	474645
879117	879119
80972	282279
934045	857937
538451	741916
69370	433191
178161	8223
1204552	283911
462699	149992
361980	595445
87825	83852
1360986	638471
229633	172938
334113	120322
21741	80850
203151	48979
512329	385859
1245522	816726
328944	99095
364147	635617
21003	332365
641947	1133328
535875	307102
54178	457512
49223	245249
414297	664998
380285	463861
779173	297789
401345	789514
1142795	753262
26204	102478
1243543	526473
342578	780255
